what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1474969507507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474969509503
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474969528756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969531702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969538102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969545661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969550451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969554972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969560381
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474969561506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474969595018
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474969599612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969603480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969607329
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474969608313
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474969622977
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474969624448
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474969628289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969630452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969635119
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474969636301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1474969645601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474969649504
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474969667728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969671931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969692771
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474969693793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1474969709441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474969712641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969715316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474969717460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474969741654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474969745192
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474969752837
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474969756505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474969760324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1474969763070
