what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1474961751864
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1474961751911
started,bundle,org.eclipse.php.debug.ui,3.0.1.v201201110400,"org.eclipse.php.debug.ui",1474961751978
started,bundle,org.eclipse.php.server.ui,3.0.1.v201201110400,"org.eclipse.php.server.ui",1474961751984
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1474961752071
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1474961752082
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1474961752101
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1474961752106
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1474961752164
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1474961752170
started,bundle,org.eclipse.php.server.core,3.0.1.v201201110400,"org.eclipse.php.server.core",1474961752569
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961752894
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474961756479
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474961756728
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961760590
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474961760594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961766368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961771470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961786970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474961789169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961867503
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474961869248
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961871699
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474961876874
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474961900830
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961902659
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474961902662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961907652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474961910401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961922399
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474961926896
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474961927033
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474961927152
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961930079
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474961930083
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474961932756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961945330
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1474961947436
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1474961947482
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1474961947532
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1474961947562
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1474961947607
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1474961947650
started,bundle,org.eclipse.dltk.core.manipulation,3.0.0.v20110609-1525,"org.eclipse.dltk.core.manipulation",1474961947832
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1474961947874
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1474961948394
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1474961948511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474961948832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961948845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961958842
opened,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961968604
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961968713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961968975
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961974795
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961985098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961988980
closed,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474961991743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961992090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474961997182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962007376
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474962009805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962026455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474962027990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962028011
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474962032263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962033921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962050749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962053384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962065657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962069130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962071096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962074200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962081569
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474962109959
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474962110162
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474962112830
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474962112833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962149419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962154303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962174528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962317642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962348745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962374999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962395185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962400925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962411800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962432093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962494253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962515811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962526296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962538176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962558430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962599871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962638340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962745887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962752042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962763922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962808988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962897523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962908591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474962914052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963024984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963031011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963045527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963057855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963064043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963119553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963128733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963133678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963138924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963153616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963179367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963182883
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963184268
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963184461
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474963186799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963210824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963247449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963252044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963266937
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474963268559
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474963281297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963284425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963300943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963356603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963357944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963379878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963562578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963574171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963580034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963587318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963592897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963595874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963603572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963609270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963617701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963646474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963652264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963655731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963662979
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963749545
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474963751762
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963751766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963775056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963776945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474963806571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963858010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963922509
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963923867
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963924068
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1474963924152
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474963962636
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963962640
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963964197
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963964406
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474963982352
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474963982355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474963987164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964013200
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964015459
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964015744
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964029483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964036143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964054279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964056798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964061493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964061567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964067827
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964069321
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964069510
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964078203
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964078207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964083073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964091024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964091096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964098410
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964099588
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964099785
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964102076
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964102080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964107256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964109229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964120575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964123256
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964129694
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964129884
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964135974
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964135978
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964146836
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964147034
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964156541
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964156544
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964165411
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964165611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1474964172920
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964179027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964206432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964215879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964216045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964221246
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964230187
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964240099
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964240103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964267442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964274885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964277399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964305558
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964324307
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964324504
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964336548
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964336551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964340751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474964352282
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964354663
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964354846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474964380628
activated,editor,com.soyatec.euml2.free,,"com.soyatec.uml.ClassDiagramEditor",1474964382635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474964384318
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1474964390867
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1474964393036
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1474964393051
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1474964393097
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1474964393099
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1474964396926
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964402959
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1474964403049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474964410033
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1474964413094
